X,Y,OBJECTID,vendor_number,name,dba,address_1,address_2,address_city,address_state,address_zip,start_date,exp_date,entity,business_type,cbe_mbe,cbe_wbe,cbe_dbe,dvbe,in_lac,sup_dist,spa
6494249.28565906,1902421.52220489,282,148067,DICK NIGRA INSPECTIONS INC,,4735 OAKADO PLACE,,LA CANADA,CA,91011-1542,2019/09/26 00:00:00+00,2021/08/13 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6452250.42346272,1886054.70651339,283,149114,MK PARTNERS INC,,5709 CAHUENGA BLVD.,,NORTH HOLLYWOOD,CA,91601,2020/07/24 00:00:00+00,2022/07/31 00:00:00+00,,,No,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6579199.62297589,1847075.31235948,284,147323,GLOBAL ENVIRONMENTAL TRAINING & CONSULTING INC,,1520 W CAMERON AVE STE 103,,WEST COVINA,CA,91790,2021/05/06 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6414237.35546014,1926444.96661198,285,150461,PIANA CONSTRUCTION AND PAINTING,,16352 BARNESTON ST,,GRANADA HILLS,CA,91344,2020/08/15 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Contractors / Construction,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6552226.35704064,1853172.35167456,286,151120,ABSOLUTE INTERNATIONAL SECURITY INC,,4255 TYLER AVENUE,,EL MONTE,CA,91731-1691,2021/07/11 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6550190.18099488,1840173.4852839,287,151072,GAMA CONTRACTING SERVICES INC,,1835 FLORADALE AVE,,SOUTH EL MONTE,CA,91733,2020/03/06 00:00:00+00,2022/03/06 00:00:00+00,Corporation,Contractors / Construction,Yes,No,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6442062.75387748,1777369.36975065,288,151687,"R.T. CLOWN, INC.",,461 ALTURA WAY,,MANHATTAN BEACH,CA,90266,2021/01/20 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6416302.12724923,1830036.37268415,289,153164,PAMELA BURTON & COMPANY,,1430 OLYMPIC BLVD.,,SANTA MONICA,CA,90404,2021/04/09 00:00:00+00,2023/04/30 00:00:00+00,Corporation,Landscaping & Gardening,No,Yes,No,No,Yes,District 3,SPA 5 - West
6444149.17326105,1802851.54844497,290,153230,JENKINS GALES & MARTINEZ INC,,"5933 W. CENTURY BLVD., SUITE 1000",,LOS ANGELES,CA,90045,2020/07/27 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 2,SPA 5 - West
6453210.82935031,1845272.21327539,291,151627,MARY-LYNN CAMPBELL,,5900 WILSHIRE BLVD STE 2600,,LOS ANGELES,CA,90036,2020/07/21 00:00:00+00,2022/07/31 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 2,SPA 4 - Metro
6437004.66064721,1909718.57650839,292,153978,SARK CUSTOM AWNINGS & WINDOW COVERINGS INC,,12832 MUSCATINE STREET,,PACOIMA,CA,91331,2020/10/02 00:00:00+00,2022/10/31 00:00:00+00,Corporation,Retail,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6479766.6345063,1839696.85205081,293,155423,BLUE LINE INC.,,1300 W OLYMPIC BLVD #330,,LOS ANGELES,CA,90015,2019/11/14 00:00:00+00,2021/11/14 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 1,SPA 4 - Metro
6556937.3089048,1844771.66572006,294,155573,AIM CONSULTING SERVICES,,12121 VALLEY BLVD STE 206,,EL MONTE,CA,91732,2021/03/06 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6421850.33170398,1969955.88746397,295,199574,THE CLOVER COLLECTIVE LLC,,18723 VIA PRINCESSA,STE 1054,SANTA CLARITA,CA,91387-4954,2020/11/25 00:00:00+00,2022/11/30 00:00:00+00,Limited Liability Company,Services,No,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6532529.13003097,1766294.97556089,296,191997,JANEE PACHECO,,11138 DEL AMO BLVD,STE 470,LAKEWOOD,CA,90715-1103,2019/10/04 00:00:00+00,2021/10/04 00:00:00+00,Limited Liability Company,"Garment, Apparel & Textile Mfg",Yes,Yes,No,No,Yes,District 4,SPA 7 - East
6411708.51340497,1894040.00025406,297,156188,GREEN TRANSLATIONS,,6907 RUBIO AVE,,LAKE BALBOA,CA,91406-4621,2021/07/14 00:00:00+00,2023/07/31 00:00:00+00,,,Yes,No,Yes,No,Yes,District 3,SPA 2 - San Fernando
6454606.26684813,1807065.49211681,298,153409,"TEC MANAGEMENT CONSULTANTS,INC.",,510 S LA BREA AVE,,INGLEWOOD,CA,90301-2724,2020/07/20 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,Yes,No,Yes,District 2,SPA 8 - South Bay
6511363.46468522,1781232.91222039,299,156189,E-NOR INNOVATIONS INC,,16213 ILLINOIS AVE,,PARAMOUNT,CA,90723,2021/05/12 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 4,SPA 6 - South
6392649.60171972,1885635.25197172,300,156332,"VINIEGRA & VINIEGRAARCHITECTURE, LLP",,"19528 VENTURA BLVD., #636",,TARZANA,CA,91356,2019/10/18 00:00:00+00,2021/10/17 00:00:00+00,Limited Liability Company,Services,Yes,Yes,Yes,No,Yes,District 3,SPA 2 - San Fernando
6441418.05569181,1782583.61818039,301,155750,"DAVINA DOUTHARD, INC.",,1601 NORTH SEPULVEDA #527,,MANHATTAN BEACH,CA,90266,2020/08/28 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 2,SPA 8 - South Bay
6511363.46468522,1781232.91222039,302,156189,E-NOR INNOVATIONS INC,,16213 ILLINOIS AVE,,PARAMOUNT,CA,90723,2021/07/01 00:00:00+00,2022/05/31 00:00:00+00,Corporation,Contractors / Construction,No,No,No,Yes,Yes,District 4,SPA 6 - South
6529778.21558531,1877034.97848989,303,156476,KNOWLAND CONSTRUCTION SERVICES,,2181 EAST FOOTHILL BLVD.,,PASADENA,CA,91107,2019/12/17 00:00:00+00,2021/12/17 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 5,SPA 3 - San Gabriel
6399303.74753214,1956927.6789404,304,156418,"CASAMAR GROUP, LLC",,23335 ALAMOS LN,,NEWHALL,CA,91321-3561,2020/10/05 00:00:00+00,2022/10/31 00:00:00+00,Limited Liability Company,Services,Yes,No,Yes,No,Yes,District 5,SPA 2 - San Fernando
6399303.74753214,1956927.6789404,305,156418,"CASAMAR GROUP, LLC",,23335 ALAMOS LN,,NEWHALL,CA,91321-3561,2021/06/01 00:00:00+00,2022/07/29 00:00:00+00,Limited Liability Company,Services,No,No,No,Yes,Yes,District 5,SPA 2 - San Fernando
6464302.98465939,1730485.27060564,306,157123,THE STERGION GROUP INC,,6613 VIA SIENA,,RANCHO PALOS VERDES,CA,90275,2021/04/12 00:00:00+00,2023/02/28 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6642655.64238906,1843854.14229265,307,169495,LAGOS CABINETS INC.,,150 S RESERVOIR ST,STE F,POMONA,CA,91766-2219,2020/08/10 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6612966.34743705,1831654.74018231,308,158439,MORROW-MEADOWS CORPORATION,,231 BENTON COURT,,CITY OF INDUSTRY,CA,91789,2021/03/07 00:00:00+00,2023/02/28 00:00:00+00,Corporation,Contractors / Construction,No,Yes,No,No,Yes,District 1,SPA 3 - San Gabriel
6576569.97961314,1833877.24000239,309,157940,"AZ CONSTRUCTION, INC.",ACE FENCE COMPANY,727 N. GLENDORA AVE.,,LA PUENTE,CA,91744,2021/04/28 00:00:00+00,2023/04/30 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6462397.41104272,1730260.17656764,310,158197,3D NETWORKS CORP,,29816 KNOLL VIEW DRIVE,,RANCHO PALOS VERDES,CA,90275,2019/08/13 00:00:00+00,2021/08/13 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6608518.97608247,1828715.97342207,311,146780,"SERVITEK SOLUTIONS, INC",,21017 COMMERCE POINT DR.,STE. D,WALNUT,CA,91789,2019/08/26 00:00:00+00,2021/08/26 00:00:00+00,Corporation,Services,No,No,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6425464.02559206,1891272.65047382,312,158780,BARAZANI STONE INC,,14546 HAMLIN ST #201,,VAN -NUYS,CA,91411,2020/05/14 00:00:00+00,2022/05/14 00:00:00+00,Corporation,Contractors / Construction,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6454093.23178497,1841931.82527114,313,158561,"STRATEGIC SOLUTIONS GROUP, INC",,1207 S. HAUSER BLVD,,LOS ANGELES,CA,90019,2019/09/30 00:00:00+00,2021/09/30 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 2,SPA 4 - Metro
6501042.53978905,1852066.02580322,314,160314,DRA & ASSOCIATES,,3029 EVA TERRACE,,LOS ANGELES,CA,90031,2019/12/16 00:00:00+00,2021/07/31 00:00:00+00,Sole Proprietorships,Services,No,No,No,Yes,Yes,District 1,SPA 4 - Metro
6446887.28753547,1832162.15419373,315,160799,TERRY A. HAYES ASSOCIATES INC.,,8522 NATIONAL BLVD. SUITE 102,,CULVER CITY,CA,90232,2020/07/24 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 2,SPA 5 - West
6457980.52519147,1796261.37986681,316,161256,WILMA FREEMAN,FREEMAN'S MOBILE NOTARY AND SIGNING SERVICES,3888 W. 117TH STREET,,HAWTHORNE,CA,90250,2020/09/11 00:00:00+00,2022/09/30 00:00:00+00,,,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6449334.63565914,1890463.49395564,317,160284,PACIFIC ENGINEERS GROUP,,11028 VICTORY BLVD # 201,,N HOLLYWOOD,CA,91606-3720,2020/05/24 00:00:00+00,2022/05/13 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 5,SPA 2 - San Fernando
6453131.82589939,1813032.50806989,318,160033,G.Y.M. ASSOCIATES,,815 N. LABREA AVE. #166,,INGLEWOOD,CA,90302,2020/08/04 00:00:00+00,2022/08/31 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6438283.84968989,1897306.69286765,319,161832,LANDSCAPE  SUPPORT SERVICES,,12610 SATICOY ST S,,N HOLLYWOOD,CA,91605-4313,2020/06/22 00:00:00+00,2022/01/06 00:00:00+00,Corporation,Services,No,No,Yes,No,Yes,District 3,SPA 2 - San Fernando
6529413.22320506,1867004.31023106,320,174432,CROWN PROMOTIONS GROUP INC /DBA PASADENA PROMOS,,1445 SAN MARINO AVENUE,SUITE B,SAN MARINO,CA,91108,2020/12/27 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6482271.2023318,1874449.51581307,321,161846,NLESYSTEMS INC,,433 W. COLORADO ST,,GLENDALE,CA,91204,2020/06/22 00:00:00+00,2022/06/22 00:00:00+00,,,No,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6637231.57285663,1842621.0040109,322,161362,"GROWTH, DEVELOPMENT MARKETING, INC.  - GDM",,"101 WEST MISSION BLVD., STE 110-303",,PONOMA,CA,91766,2020/11/16 00:00:00+00,2021/11/30 00:00:00+00,,,No,No,No,Yes,Yes,District 1,SPA 3 - San Gabriel
6504075.05997072,1759746.84397215,323,163990,"KELLY SUTHERLIN MCLEOD ARCHITECTURE, INC.",,3827 LONG BEACH BOULEVARD,,LONG BEACH,CA,90807,2020/07/23 00:00:00+00,2023/06/16 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 4,SPA 8 - South Bay
6594757.88779105,1872851.49768364,324,193800,JUAN VIKTOR LIBUNAO,,950 N CHAPARRAL LN,UNIT C,AZUSA,CA,91702-6439,2020/07/08 00:00:00+00,2022/07/31 00:00:00+00,Sole Proprietorships,Services,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6574289.33555238,1827017.97353722,325,163766,"CARRARA MARBLE CO. OF AMERICA, INC.",,15939 PHOENIX DRIVE,,CITY OF INDUSTRY,CA,91745,2020/09/18 00:00:00+00,2022/09/05 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6380136.87608905,1901321.12348706,326,163346,TRULY GREEN SOLUTIONS,,21520 STRATHERN ST,,CANOGA PARK,CA,91304,2019/11/07 00:00:00+00,2021/11/07 00:00:00+00,,,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6468143.40939322,1792411.30521789,327,164733,GWG CONSTRUCTION INC.,,1740 W. 127TH STREET,,LOS ANGELES,CA,90047,2020/10/10 00:00:00+00,2022/09/30 00:00:00+00,Corporation,Contractors / Construction,Yes,No,Yes,No,Yes,District 2,SPA 8 - South Bay
6521736.48494963,1879353.32490306,328,164534,WILTEC,,610 NORTH LAKE AVENUE,,PASADENA,CA,91101,2019/11/13 00:00:00+00,2021/11/13 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6492018.32719447,1864124.9291788,329,164271,CITY DESIGN STUDIO LLC,,3637 KINNEY PLACE SUITE 200,,LOS ANGELES,CA,90065-8530,2020/10/23 00:00:00+00,2022/10/31 00:00:00+00,Limited Liability Company,Services,Yes,No,Yes,No,Yes,District 1,SPA 4 - Metro
6558348.08593889,1862084.30301073,330,165342,THANG H LE,THANG LE STRUCTURAL ENGINEERS,3029 EISENHOWER AVE.,,ARCADIA,CA,91006,2020/10/30 00:00:00+00,2022/10/30 00:00:00+00,Sole Proprietorships,Services,Yes,No,No,No,Yes,District 5,SPA 3 - San Gabriel
6453603.94700238,1846791.20269148,331,165571,"HONGJOO KIM LANDSCAPE ARCHITECTS, INC.",,528 SOUTH ALANDELE AVENUE,,LOS ANGELES,CA,90036-3273,2021/01/29 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Landscaping & Gardening,Yes,No,Yes,No,Yes,District 2,SPA 4 - Metro
6488309.54524197,1839262.18723772,332,165682,KRITZINGER+RAO,,"414 BOYD STREET, SUITE B",,LOS ANGELES,CA,90013,2021/07/09 00:00:00+00,2023/06/30 00:00:00+00,,,Yes,No,Yes,No,Yes,District 1,SPA 4 - Metro
6472875.74376056,1823521.09700081,333,165392,LITTLE POTATO INC,,1037 WEST 45TH STREET,,LOS ANGELES,CA,90037,2019/09/10 00:00:00+00,2021/09/10 00:00:00+00,Corporation,Contractors / Construction,Yes,No,Yes,No,Yes,District 2,SPA 6 - South
6438105.32511255,1817981.02146681,334,164906,"DESTINATION ENTERPRISES, INC.",,11940 HAMMACK STREET,,CULVER CITY,CA,90230,2021/04/10 00:00:00+00,2023/02/28 00:00:00+00,Corporation,Contractors / Construction,No,Yes,Yes,No,Yes,District 2,SPA 5 - West
6426955.90909122,1927630.05774572,335,166518,BERLOC SIGN CO.,,"1501 TRUMAN ST., UNIT B",,SAN FERNANDO,CA,91340,2021/03/22 00:00:00+00,2023/03/31 00:00:00+00,Corporation,Retail,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6509367.2642813,1863177.85692598,336,128677,M3 OFFICE INC,,161 PASADENA AVENUE,SUITE A,SOUTH PASADENA,CA,91030,2020/09/17 00:00:00+00,2022/09/17 00:00:00+00,,,No,Yes,No,No,Yes,District 5,SPA 3 - San Gabriel
6457980.52519147,1796261.37986681,337,167879,FREEMAN'S MOBILE NOTARY AND SIGNING SERVICES,,3888 W. 117TH STREET,,HAWTHORNE,CA,90250,2020/09/04 00:00:00+00,2022/09/30 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6461784.18031381,1762059.30292989,338,166140,ISI INSPECTION SERVICES INC,,1455 CRENSHAW BLVD STE 265,,TORRANCE,CA,90501,2021/05/24 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6465337.41894221,1754200.77271523,339,166597,"EVERFIELD CONSULTING, LLC",,2075 W 235TH PLACE,,TORRANCE,CA,90501-6043,2019/12/28 00:00:00+00,2021/12/06 00:00:00+00,Limited Liability Company,Services,Yes,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6482658.78751464,1869820.17369381,340,165378,"R&K MEDICAL, INC",,4205 SAN FERNANDO ROAD,,GLENDALE,CA,91204,2019/12/23 00:00:00+00,2021/11/13 00:00:00+00,Corporation,Health Care,No,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6511582.49541514,1777002.78551006,341,168462,HAWK IMPORTERS INC,,2307 E ARTESIA BLVD.,,LONG BEACH CA 90805,CA,90805,2019/09/18 00:00:00+00,2024/01/17 00:00:00+00,,,Yes,No,Yes,No,Yes,District 4,SPA 8 - South Bay
6538835.57706372,1875540.08056106,342,168604,CYNTHIA BROOKS DISTINCTIVE CATERING,,3630 E. COLORADO BLVD.,,PASADENA,CA,91107,2020/09/11 00:00:00+00,2022/09/30 00:00:00+00,Corporation,Food Service,No,Yes,No,No,Yes,District 5,SPA 3 - San Gabriel
6431460.00539798,1890532.69066764,343,168845,ROY'S FLOORING INC.,,13654  VICTORY BLVD  #395,,VAN NUYS,CA,91401,2019/07/26 00:00:00+00,2021/07/26 00:00:00+00,,,Yes,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6596284.92049813,1876420.40754056,344,168714,KIM FLUM CONSULTING DBA CRAFT COMMUNICATIONS,,1117 HICREST ROAD,,GLENDORA,CA,91741,2020/07/20 00:00:00+00,2022/07/31 00:00:00+00,,,No,Yes,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6460125.44314572,1786509.86524914,345,168973,KRHAMPTON CONSULTING,,14330 YUKON AVE.,,HAWTHORNE,CA,90250,2021/06/14 00:00:00+00,2023/06/30 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6513541.94031514,1890311.49655622,346,169016,SUTHERLAND CONSULTING GROUP,,2400 N. LINCOLN AVE,,ALTADENA,CA,91001,2020/07/24 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 5,SPA 3 - San Gabriel
6389532.96753305,1904747.14288172,347,168704,ZSM CORP.,,8512 HELMAND DR,,WINNETKA,CA,91306-1400,2021/01/24 00:00:00+00,2022/11/30 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6528983.41861847,1891821.52995348,348,170008,"EW CONSULTING, INC.",,2131 CRESCENT DRIVE,,ALTADENA,CA,91001,2020/06/30 00:00:00+00,2022/06/30 00:00:00+00,Corporation,Services,No,No,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6456314.00260589,1755146.96209581,349,170117,CADENCE LEASING INC.,,3535 LOMITA BLVD. SUITE B,,TORRANCE,CA,90505,2020/04/29 00:00:00+00,2022/09/23 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 4,SPA 8 - South Bay
6456314.00260589,1755146.96209581,350,170117,CADENCE LEASING INC.,,3535 LOMITA BLVD. SUITE B,,TORRANCE,CA,90505,2020/04/29 00:00:00+00,2022/04/29 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 4,SPA 8 - South Bay
6466519.20955764,1760167.34674007,351,170704,MORAN CONSULTING CORPORATION,,1907 BORDER AVE.,,TORRANCE,CA,90501,2020/08/11 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 4,SPA 8 - South Bay
6451455.21114239,1838119.65015273,352,170515,"MONACO MECHANICAL, INC.",,5742 VENICE BOULEVARD,,LOS ANGELES,CA,90019,2020/09/01 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Contractors / Construction,No,No,No,Yes,Yes,District 2,SPA 4 - Metro
6454069.24954946,1825355.18749273,353,169227,JWL SUPPLIES,,4569 DON DIEGO DR,,LOS ANGELES,CA,90008,2019/10/24 00:00:00+00,2023/09/24 00:00:00+00,Sole Proprietorships,Manufacturing,Yes,Yes,Yes,No,Yes,District 2,SPA 6 - South
6451612.50315064,1807676.69430648,354,171126,"AMERICAN EAGLE PROTECTIVE SERVICES, INC",,425 W KELSO ST,,INGLEWOOD,CA,90301-2539,2020/10/05 00:00:00+00,2022/09/30 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 2,SPA 8 - South Bay
6619656.39179972,1833362.9319759,355,171258,"DAV-LEAR SYSTEMS, INC.",,"556 N. DIAMOND BAR BLVD., #302",,DIAMOND BAR,CA,91765,2019/12/06 00:00:00+00,2021/07/31 00:00:00+00,,,No,No,No,Yes,Yes,District 1,SPA 3 - San Gabriel
6557482.92100255,1843518.04486772,356,171862,"CONDOR, INC.",,3000 DURFEE AVENUE,,EL MONTE,CA,91732,2020/08/08 00:00:00+00,2022/07/31 00:00:00+00,Corporation,,Yes,Yes,No,No,Yes,District 1,SPA 3 - San Gabriel
6512238.80348572,1751794.7466874,357,170927,RELIABLE MONITORING SERVICES,,2698 JUNIPERO AVE STE 105-107,,SIGNAL HILL,CA,90755-2144,2021/02/10 00:00:00+00,2022/05/31 00:00:00+00,,,No,No,No,Yes,Yes,District 4,SPA 7 - East
6429949.62554473,1878628.37720598,358,170720,CLC PUBLICIDAD,,4528 STERN AVENUE,,SHERMAN OAKS,CA,91423,2021/01/07 00:00:00+00,2023/01/31 00:00:00+00,,,No,No,Yes,No,Yes,District 3,SPA 2 - San Fernando
6443992.2828268,1981248.68738489,359,172309,"LOTUS USA, INC.",,14668 RAMLI DR,,CANYON CNTRY,CA,91387-2290,2019/10/04 00:00:00+00,2021/10/04 00:00:00+00,,,Yes,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6541789.75389814,1872304.42069381,360,172236,CLARIS STRATEGY INC.,,1111 DRAKE ROAD,,ARCADIA,CA,91007,2021/03/31 00:00:00+00,2023/03/31 00:00:00+00,,Services,Yes,No,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6425715.75573164,1824901.49515864,361,172451,KPJ CONSULTING,,3461 ROSEWOOD AVE,,LOS ANGELES,CA,90066,2019/11/27 00:00:00+00,2021/11/27 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 3,SPA 5 - West
6471435.72400281,1779462.73761114,362,173724,INNOVATIVE INSPECTION SERVICES INC,,1245 W GARDENA BLVD,,GARDENA,CA,90247,2019/10/02 00:00:00+00,2021/10/02 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6460764.27520138,1806524.3301414,363,174723,US ROCK CORPORATION,,3609 W CHAPMAN LN,,INGLEWOOD,CA,90305-2300,2019/12/17 00:00:00+00,2021/12/17 00:00:00+00,,,Yes,No,No,No,Yes,District 2,SPA 8 - South Bay
6590534.44381014,1882182.95671098,364,174733,"IQON ENGINEERS, INC.",,10 TURNING LEAF WAY,,AZUSA,CA,91702,2021/04/09 00:00:00+00,2023/03/31 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6587996.09455614,1823118.28809515,365,175306,"CLARITI EYEWEAR, INC.",,940 AJAX AVE.,,CITY OF INDUSTRY,CA,91748,2019/07/30 00:00:00+00,2021/07/30 00:00:00+00,Corporation,Retail,Yes,Yes,No,No,Yes,District 1,SPA 3 - San Gabriel
6600753.56805688,1849639.0254079,366,175983,JENNIFER S PAYNE,JENNIFER SHEPARD PAYNE,200 NORTH GRAND AVENUE APT. 183,,WEST COVINA,CA,91791,2020/07/17 00:00:00+00,2022/07/31 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 1,SPA 3 - San Gabriel
6445716.68488981,1832312.80448298,367,175167,CYBERCOPY INC,,3517 SCHAEFER STREET,,CULVER CITY,CA,90232,2021/05/22 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Services,No,No,Yes,No,Yes,District 2,SPA 5 - West
6519937.81663097,1855630.65614115,368,175474,DIVERSIFIED LEASING,,1330 W MAIN ST,,ALHAMBRA,CA,91801,2020/08/05 00:00:00+00,2022/02/28 00:00:00+00,,,No,No,No,Yes,Yes,District 1,SPA 3 - San Gabriel
6646141.44184789,1857470.81026922,369,177054,"VMA COMMUNICATIONS, INC",,243 OBERLIN AVE,,CLAREMONT,CA,91711,2021/07/10 00:00:00+00,2023/06/30 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6443401.87751156,1877668.19671164,370,177694,STEP ONE INC,,4434 CARPENTER AVE.,,STUDIO CITY,CA,91607-4111,2019/09/01 00:00:00+00,2021/08/27 00:00:00+00,Corporation,Retail,No,Yes,Yes,No,Yes,District 5,SPA 2 - San Fernando
6495973.77597646,1778839.61221698,371,177552,DON H. MAHAFFEY DRILLING CO.,,1800 SOUTH ALAMEDA STREET,,COMPTON,CA,90221,2020/03/07 00:00:00+00,2022/03/06 00:00:00+00,Corporation,Contractors / Construction,No,Yes,No,No,Yes,District 2,SPA 6 - South
6596468.81448731,1832966.10468556,372,178166,"A UNIFORM COMPANY, INC.",,19119 AMBER VALLEY DR,,WALNUT,CA,91789,2020/05/06 00:00:00+00,2022/05/06 00:00:00+00,,,Yes,Yes,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6543045.92034905,1774885.76940289,373,177572,"CONNIXT, INC.",,"17777 CENTER COURT DRIVE, SUITE 600",,CERRITOS,CA,90703,2021/04/23 00:00:00+00,2023/12/21 00:00:00+00,,,Yes,No,Yes,No,Yes,District 4,SPA 7 - East
6535101.48610672,1776991.96499364,374,178433,"SO CAL COMMUNICATIONS GROUP, INC",,17117 ROSETON AVE STE B,,ARTESIA,CA,90701-2643,2020/07/02 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 4,SPA 7 - East
6617607.14688247,1865237.38692765,375,42545,PJ HILTON & ASSOCIATES,,457 WEST ALLEN AVE STE 106,,SAN DIMAS,CA,91773,2020/05/26 00:00:00+00,2022/04/30 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 5,SPA 3 - San Gabriel
6506508.03509164,1871236.4700738,376,178349,KATHERINE PADILLA & ASSOCIATES,,440 TAMARAC DRIVE,,PASADENA,CA,91105-2145,2020/08/03 00:00:00+00,2025/04/30 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6397011.06478155,1900529.57224864,377,178768,SILVIA CRUZ,JUMPER CANDY,7856 WILBUR AVE,,RESEDA,CA,91335-1711,2019/11/13 00:00:00+00,2021/11/13 00:00:00+00,Sole Proprietorships,Services,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6462705.51672572,1786017.06275706,378,178882,"PARAMOUNT SAFETY SUPPLY, INC.",,14516 CRENSHAW BLVD,,GARDENA,CA,90249-3145,2021/04/15 00:00:00+00,2021/12/31 00:00:00+00,,,No,No,No,Yes,Yes,District 2,SPA 8 - South Bay
